,USG%,TOV%,STL%,AST%,ORB%,DRB%,PFP36,FTR,FT%,RIM FGR,RIM FG%,MR FGR,MR FG%,3PAR,3P%,RIM DFGAP36,RIM DFG%,kmeans_label,Name
267,22.4,16.6,1.5,21.5,2.3,11.8,2.416,0.293,0.775,0.352,0.503,0.321,0.282,0.327,0.308,2.91,80.0,3,Emmanuel Mudiay
268,20.1,7.4,0.7,3.8,5.8,11.3,2.112,0.319,0.787,0.329,0.643,0.413,0.367,0.258,0.414,1.869,57.4,6,Shabazz Muhammad
269,25.8,22.3,1.0,19.8,2.4,11.8,3.111,0.258,0.72,0.278,0.593,0.526,0.373,0.196,0.421,2.963,70.0,3,Dejounte Murray
270,21.1,13.1,1.2,12.9,3.3,10.9,2.484,0.18,0.877,0.217,0.592,0.299,0.348,0.483,0.33,2.516,74.4,6,Jamal Murray
271,15.2,12.9,1.2,10.4,6.9,13.6,2.927,0.198,0.778,0.289,0.696,0.399,0.45,0.311,0.424,5.854,53.8,2,Mike Muscala
272,13.1,13.2,2.6,10.2,8.2,19.0,3.894,0.224,0.723,0.441,0.753,0.498,0.438,0.062,0.154,5.758,71.2,8,Larry Nance Jr.
273,22.6,16.5,3.4,17.9,0.9,9.6,2.634,0.263,0.72,0.179,0.471,0.232,0.455,0.589,0.339,1.61,72.7,3,Shabazz Napier
274,14.7,10.1,2.8,1.0,6.7,14.1,4.0,0.25,0.9,0.425,0.765,0.45,0.222,0.125,0.2,4.25,70.6,7,Maurice Ndour
275,16.5,17.4,1.2,26.8,1.6,8.6,3.666,0.099,0.733,0.213,0.557,0.353,0.441,0.434,0.384,1.931,69.6,3,Jameer Nelson
276,15.8,15.3,3.0,14.9,0.6,10.0,4.563,0.068,1.0,0.373,0.682,0.271,0.375,0.356,0.286,3.211,57.9,0,Raul Neto
277,17.8,11.8,2.4,4.2,5.5,11.1,5.766,0.156,0.583,0.234,0.667,0.558,0.349,0.208,0.188,6.545,61.9,8,Andrew Nicholson
278,12.4,19.8,1.5,13.9,16.8,25.4,4.504,0.39,0.436,0.886,0.534,0.109,0.182,0.005,0.0,6.774,62.8,1,Joakim Noah
279,17.9,12.5,3.6,9.2,9.0,19.2,4.532,0.36,0.683,0.629,0.71,0.365,0.435,0.006,0.0,8.426,50.8,1,Nerlens Noel
280,9.6,19.2,2.3,5.2,8.6,16.6,4.582,0.444,0.657,0.795,0.767,0.146,0.364,0.06,0.333,7.637,55.9,1,Lucas Nogueira
281,26.1,6.3,1.4,11.1,2.0,26.2,2.723,0.185,0.87,0.078,0.536,0.588,0.41,0.333,0.387,5.308,55.7,2,Dirk Nowitzki
282,22.5,19.5,1.7,10.9,12.1,23.9,3.957,0.386,0.504,0.639,0.585,0.361,0.394,0.0,0.0,8.043,57.8,1,Jusuf Nurkic
283,18.8,14.4,1.4,12.6,14.0,25.0,5.057,0.178,0.75,0.49,0.657,0.479,0.436,0.031,0.111,9.0,47.6,2,Kyle O'Quinn
284,22.9,11.8,0.8,8.2,7.8,15.2,3.666,0.344,0.612,0.388,0.716,0.612,0.384,0.0,0.0,7.785,58.2,8,Jahlil Okafor
285,21.0,9.5,1.8,12.0,1.9,12.5,2.473,0.167,0.741,0.265,0.606,0.341,0.422,0.394,0.354,3.319,69.1,6,Victor Oladipo
286,18.6,14.1,1.5,14.5,4.7,20.4,4.412,0.236,0.707,0.35,0.765,0.224,0.368,0.426,0.379,5.916,58.8,0,Kelly Olynyk
287,14.2,9.4,1.8,4.1,4.1,14.2,4.373,0.22,0.75,0.28,0.654,0.253,0.37,0.467,0.296,3.222,68.4,0,Kelly Oubre
288,14.4,20.2,2.4,13.5,13.5,21.2,4.533,0.484,0.773,0.687,0.592,0.313,0.386,0.0,0.0,7.801,65.9,1,Zaza Pachulia
289,26.1,9.2,1.5,13.9,5.4,15.2,2.313,0.268,0.743,0.416,0.673,0.365,0.357,0.219,0.365,3.021,59.3,6,Jabari Parker
290,20.0,11.5,0.9,28.5,0.9,7.0,2.152,0.188,0.776,0.274,0.586,0.615,0.442,0.111,0.356,2.216,66.7,6,Tony Parker
291,18.3,7.6,1.7,13.5,0.6,13.8,2.478,0.194,0.857,0.294,0.604,0.294,0.208,0.411,0.27,1.583,65.2,6,Chandler Parsons
292,12.4,9.2,1.4,7.2,4.8,17.7,2.774,0.16,0.659,0.132,0.471,0.202,0.404,0.665,0.363,3.864,57.3,0,Patrick Patterson
293,24.1,14.3,3.6,50.0,2.7,16.0,2.849,0.363,0.876,0.077,0.618,0.525,0.506,0.399,0.395,2.493,68.8,5,Chris Paul
294,19.8,11.4,1.5,18.5,0.7,10.0,4.275,0.031,1.0,0.146,0.278,0.431,0.358,0.423,0.308,3.263,72.4,4,Cameron Payne
295,21.9,14.3,1.9,31.8,2.9,11.6,2.684,0.209,0.664,0.402,0.602,0.401,0.395,0.197,0.268,2.791,69.5,3,Elfrid Payton
296,15.5,15.0,1.0,1.8,0.0,12.7,5.882,0.244,0.8,0.073,0.333,0.268,0.364,0.659,0.37,2.353,60.0,4,Paul Pierce
297,18.1,14.0,1.6,21.4,8.5,23.2,3.507,0.511,0.565,0.607,0.663,0.38,0.337,0.013,0.0,6.921,53.0,1,Mason Plumlee
298,14.2,20.9,1.6,7.4,8.3,13.2,5.443,0.443,0.629,0.584,0.556,0.416,0.344,0.0,0.0,7.162,57.3,1,Miles Plumlee
299,10.9,16.6,1.6,3.6,13.3,15.9,6.678,0.483,0.571,0.759,0.5,0.241,0.5,0.0,0.0,7.409,59.2,1,Jakob Poeltl
300,15.5,6.0,2.2,6.7,4.4,17.7,2.668,0.153,0.795,0.202,0.724,0.354,0.507,0.443,0.465,3.577,66.5,2,Otto Porter
301,17.6,11.5,0.8,6.7,9.5,20.5,3.661,0.206,0.656,0.301,0.636,0.452,0.394,0.247,0.361,5.72,66.7,8,Bobby Portis
302,24.0,9.8,1.1,6.4,5.4,17.5,4.2,0.26,0.784,0.212,0.697,0.458,0.379,0.331,0.384,7.222,48.6,2,Kristaps Porzingis
303,15.7,5.9,2.8,6.9,8.5,19.7,3.653,0.376,0.767,0.522,0.732,0.386,0.362,0.092,0.24,6.076,69.4,1,Dwight Powell
304,19.3,10.8,2.1,9.0,2.1,10.9,3.251,0.278,0.773,0.421,0.582,0.248,0.38,0.33,0.343,2.585,72.7,6,Norman Powell
305,21.9,17.0,1.2,20.2,6.8,24.8,4.385,0.368,0.716,0.447,0.636,0.507,0.378,0.046,0.25,5.176,58.1,2,Julius Randle
306,28.8,8.3,1.1,13.7,11.3,27.8,3.052,0.189,0.758,0.28,0.65,0.622,0.4,0.098,0.25,4.563,66.2,8,Zach Randolph
307,22.4,9.2,1.2,7.4,0.8,7.6,2.067,0.204,0.883,0.089,0.518,0.384,0.444,0.526,0.421,2.187,76.9,6,J.J. Redick
308,15.1,8.4,0.7,3.7,13.5,22.3,4.205,0.313,0.567,0.573,0.709,0.411,0.367,0.016,0.333,7.231,54.6,8,Willie Reed
309,18.7,11.4,1.5,13.3,1.7,10.0,3.045,0.11,0.735,0.126,0.513,0.41,0.449,0.465,0.313,2.592,55.6,6,Josh Richardson
310,19.2,9.5,1.3,8.8,1.8,11.8,4.182,0.279,0.789,0.118,0.75,0.471,0.438,0.412,0.286,2.545,78.6,6,Malachi Richardson
311,20.0,12.2,1.3,16.1,1.2,6.9,3.134,0.251,0.691,0.303,0.579,0.304,0.358,0.393,0.399,2.568,59.6,6,Austin Rivers
312,10.3,9.0,1.9,4.4,4.2,14.3,2.847,0.247,0.43,0.496,0.645,0.079,0.148,0.425,0.241,4.766,57.1,7,Andre Roberson
313,17.3,17.6,0.7,23.9,2.2,9.5,1.233,0.595,0.864,0.139,0.0,0.5,0.389,0.361,0.462,1.726,71.4,4,Brian Roberts
314,12.6,9.4,1.2,4.7,4.6,13.9,1.555,0.217,0.721,0.228,0.587,0.413,0.439,0.359,0.384,2.841,65.3,6,Glenn Robinson
315,17.3,16.5,2.1,9.5,16.6,27.3,5.198,0.315,0.429,0.667,0.608,0.333,0.351,0.0,0.0,5.968,62.9,1,Thomas Robinson
316,19.8,20.5,1.7,35.9,1.4,10.5,2.176,0.051,0.714,0.118,0.583,0.398,0.383,0.484,0.371,1.617,82.7,3,Sergio Rodriguez
317,17.0,23.8,2.5,36.2,3.6,18.0,2.686,0.092,0.545,0.312,0.459,0.466,0.349,0.222,0.316,2.571,76.7,3,Rajon Rondo
318,26.2,12.7,1.1,23.1,3.8,9.3,1.609,0.228,0.865,0.413,0.555,0.514,0.418,0.072,0.241,2.378,66.7,6,Derrick Rose
319,19.7,6.2,2.2,5.8,1.3,11.8,2.446,0.104,0.82,0.115,0.673,0.348,0.47,0.537,0.375,2.625,70.5,6,Terrence Ross
320,16.2,8.8,1.7,13.8,3.3,15.6,1.989,0.176,0.765,0.287,0.457,0.294,0.349,0.418,0.331,2.601,64.7,6,Terry Rozier
321,14.9,22.4,2.8,36.2,3.3,10.6,2.859,0.462,0.872,0.214,0.5,0.425,0.417,0.361,0.281,2.683,71.3,3,Ricky Rubio
322,13.0,10.3,2.1,8.7,2.0,7.6,3.775,0.0,0.0,0.043,0.667,0.186,0.385,0.771,0.352,3.101,73.9,7,Damjan Rudez
323,10.5,12.2,1.5,5.3,2.2,9.1,1.217,0.122,0.7,0.134,0.455,0.256,0.238,0.61,0.4,2.87,60.6,0,Brandon Rush
324,26.8,15.9,2.2,28.9,2.2,13.6,2.622,0.231,0.772,0.122,0.538,0.437,0.395,0.441,0.349,2.978,76.1,3,D'Angelo Russell
325,14.9,15.3,1.2,7.0,3.1,15.9,4.198,0.094,0.697,0.282,0.557,0.358,0.366,0.36,0.315,5.597,54.2,0,Domantas Sabonis
326,22.9,15.0,1.3,11.8,6.0,20.7,2.553,0.208,0.784,0.273,0.553,0.327,0.344,0.4,0.327,5.026,62.8,0,Dario Saric
327,12.1,20.5,1.8,16.9,4.4,9.2,2.995,0.239,0.769,0.321,0.486,0.431,0.489,0.248,0.222,3.515,57.4,3,Tomas Satoransky
328,27.3,15.9,1.3,35.3,1.8,8.4,2.0,0.231,0.832,0.372,0.556,0.384,0.434,0.243,0.345,2.188,64.8,5,Dennis Schroder
329,18.7,16.9,1.4,12.7,11.8,19.9,4.92,0.245,0.676,0.382,0.672,0.289,0.341,0.329,0.34,5.232,65.7,0,Luis Scola
330,15.6,11.5,1.0,12.3,5.7,15.1,2.215,0.138,0.875,0.121,0.571,0.414,0.375,0.466,0.148,3.138,52.9,6,Mike Scott
331,13.7,11.5,3.2,8.9,3.4,14.7,2.121,0.197,0.772,0.37,0.636,0.356,0.369,0.273,0.329,2.628,68.7,7,Thabo Sefolosha
332,17.1,11.9,0.5,7.2,8.5,20.4,3.981,0.074,0.5,0.266,0.676,0.727,0.516,0.008,0.0,5.106,50.8,8,Kevin Seraphin
333,19.8,12.7,1.5,24.3,1.6,8.2,1.909,0.449,0.771,0.314,0.518,0.451,0.311,0.235,0.339,1.953,56.8,6,Ramon Sessions
334,13.5,12.5,1.9,8.5,2.5,10.0,2.803,0.206,0.773,0.163,0.654,0.254,0.333,0.583,0.403,2.859,65.0,0,Iman Shumpert
335,12.8,13.4,1.4,2.7,8.2,15.1,4.6,0.171,0.688,0.471,0.614,0.508,0.421,0.021,0.0,6.03,57.8,8,Pascal Siakam
336,17.8,14.3,1.9,12.9,1.7,12.5,3.822,0.348,0.75,0.362,0.6,0.409,0.363,0.228,0.302,3.134,63.4,3,Jonathon Simmons
337,10.5,14.3,0.5,2.4,1.6,10.9,2.553,0.2,0.818,0.345,0.737,0.182,0.2,0.473,0.231,4.468,62.9,0,Kyle Singler
338,18.2,16.4,2.8,21.2,3.4,10.7,2.66,0.298,0.773,0.213,0.5,0.339,0.361,0.448,0.311,2.167,59.4,3,Marcus Smart
339,19.2,14.1,1.5,30.8,1.2,11.7,2.351,0.146,0.687,0.31,0.592,0.544,0.414,0.146,0.254,3.362,60.2,3,Ish Smith
340,14.7,7.4,2.1,5.9,1.5,6.5,2.787,0.049,0.778,0.076,0.5,0.174,0.156,0.75,0.362,2.491,64.3,0,J.R. Smith
341,16.9,15.5,1.0,3.7,8.4,18.8,6.186,0.168,0.667,0.208,0.659,0.693,0.517,0.099,0.476,7.251,55.9,2,Jason Smith
342,11.7,8.5,0.9,6.0,1.2,11.9,2.009,0.106,0.757,0.158,0.709,0.163,0.456,0.679,0.401,2.43,69.2,0,Tony Snell
343,24.4,8.5,1.0,8.6,7.9,23.0,6.351,0.304,0.879,0.235,0.615,0.272,0.405,0.493,0.393,6.896,61.0,2,Marreese Speights
344,15.6,15.5,1.0,12.6,1.1,10.1,2.492,0.238,0.811,0.258,0.559,0.17,0.269,0.572,0.376,2.838,73.0,0,Nik Stauskas
345,18.8,14.5,0.5,23.8,1.5,11.5,3.412,0.139,0.6,0.292,0.714,0.556,0.45,0.153,0.091,2.218,46.2,8,Lance Stephenson
346,22.5,14.5,1.1,16.0,1.0,12.1,2.71,0.485,0.763,0.222,0.5,0.549,0.449,0.228,0.324,1.935,64.0,6,Rodney Stuckey
347,20.9,7.2,1.7,3.7,9.5,16.4,5.186,0.167,0.5,0.25,0.583,0.375,0.278,0.375,0.167,3.661,41.7,0,Jared Sullinger
348,22.2,17.3,2.1,37.8,1.5,12.6,2.347,0.471,0.852,0.249,0.551,0.498,0.446,0.254,0.352,2.347,71.1,5,Jeff Teague
349,19.9,9.9,0.5,6.7,1.6,15.1,3.499,0.127,0.778,0.106,0.567,0.152,0.419,0.742,0.348,4.794,63.0,0,Mirza Teletovic
350,13.3,13.0,2.3,12.8,2.4,9.3,2.988,0.202,0.79,0.212,0.677,0.274,0.381,0.515,0.367,2.878,66.3,0,Garrett Temple
351,9.4,12.5,1.6,10.8,1.5,6.3,2.687,0.114,0.813,0.114,0.5,0.157,0.318,0.729,0.412,1.791,77.5,0,Jason Terry
352,34.2,10.0,1.1,33.8,1.8,6.9,2.262,0.444,0.912,0.323,0.597,0.255,0.437,0.423,0.387,1.849,74.5,5,Isaiah Thomas
353,13.0,9.5,1.2,4.2,3.1,9.0,3.677,0.146,0.857,0.188,0.407,0.472,0.338,0.34,0.429,2.129,60.6,4,Lance Thomas
354,13.7,5.1,1.2,7.1,2.9,13.4,3.529,0.126,0.65,0.245,0.615,0.308,0.327,0.447,0.366,2.888,62.2,0,Hollis Thompson
355,25.6,8.8,1.1,9.0,2.4,9.4,1.991,0.162,0.841,0.155,0.634,0.383,0.469,0.461,0.422,3.143,62.1,6,Klay Thompson
356,11.3,10.1,0.9,3.9,14.1,21.3,2.856,0.524,0.515,0.701,0.653,0.289,0.466,0.01,0.0,7.108,51.2,1,Tristan Thompson
357,18.9,10.1,1.6,9.9,4.4,10.4,3.005,0.129,0.852,0.214,0.6,0.405,0.341,0.381,0.35,1.44,69.6,6,Marcus Thornton
358,13.2,12.5,1.4,6.2,5.0,14.0,2.591,0.218,0.792,0.143,0.657,0.193,0.489,0.664,0.389,4.319,69.6,0,Anthony Tolliver
359,27.4,11.6,0.9,14.3,10.8,27.2,3.013,0.301,0.828,0.379,0.687,0.43,0.445,0.191,0.339,5.853,56.2,2,Karl-Anthony Towns
360,11.4,11.8,2.6,6.2,6.1,17.4,3.164,0.218,0.792,0.32,0.522,0.295,0.404,0.385,0.338,3.053,63.0,0,P.J. Tucker
361,18.8,14.2,1.6,19.5,2.2,14.0,2.499,0.184,0.854,0.175,0.59,0.602,0.448,0.222,0.283,2.746,62.0,3,Evan Turner
362,21.0,9.9,1.3,5.9,5.9,20.0,3.804,0.385,0.797,0.283,0.724,0.564,0.457,0.153,0.362,8.356,52.2,2,Myles Turner
363,19.7,12.9,0.8,32.7,1.3,8.9,1.714,0.173,0.923,0.207,0.581,0.607,0.44,0.187,0.357,1.886,77.3,6,Beno Udrih
364,19.9,17.0,3.0,21.4,3.0,5.6,3.222,0.133,0.813,0.116,0.286,0.736,0.416,0.149,0.333,2.556,69.6,3,Tyler Ulis
365,19.7,11.9,0.9,4.4,12.1,29.4,3.719,0.305,0.852,0.461,0.604,0.539,0.48,0.0,0.0,7.025,56.7,8,Jonas Valanciunas
366,15.7,14.5,2.1,7.9,0.8,13.7,2.783,0.084,0.7,0.067,0.5,0.235,0.321,0.697,0.301,2.424,74.1,0,Denzel Valentine
367,21.4,5.7,3.5,18.6,2.3,12.6,4.469,0.18,0.818,0.333,0.4,0.367,0.318,0.3,0.389,1.986,75.0,3,Fred VanVleet
368,16.7,6.8,2.2,5.2,0.4,11.3,1.69,0.021,0.5,0.147,0.643,0.263,0.24,0.589,0.339,4.549,60.0,7,Rashad Vaughn
369,14.2,18.0,1.2,2.4,11.1,23.9,4.713,0.287,0.558,0.415,0.459,0.449,0.379,0.136,0.35,5.167,53.8,8,Noah Vonleh
370,24.4,10.7,1.7,17.4,8.3,30.9,3.006,0.156,0.616,0.215,0.618,0.714,0.444,0.071,0.28,6.126,61.8,8,Nikola Vucevic
371,15.1,12.4,2.0,13.7,1.4,14.0,3.616,0.234,0.8,0.02,0.0,0.62,0.339,0.36,0.306,2.987,68.4,4,Sasha Vujacic
372,30.0,10.5,2.6,22.9,3.9,12.5,2.222,0.298,0.797,0.246,0.566,0.602,0.407,0.152,0.322,1.975,65.0,5,Dwyane Wade
373,26.0,12.0,1.5,23.1,1.5,11.3,2.643,0.193,0.667,0.361,0.5,0.335,0.371,0.303,0.384,3.5,54.9,6,Dion Waiters
374,28.8,10.4,1.7,29.2,2.0,10.9,1.701,0.259,0.835,0.325,0.582,0.286,0.36,0.388,0.395,2.217,64.7,5,Kemba Walker
375,30.5,16.7,2.9,46.4,2.5,10.9,1.967,0.344,0.812,0.354,0.601,0.455,0.395,0.191,0.313,2.19,56.8,5,John Wall
376,17.4,16.4,1.8,8.7,2.2,17.9,3.977,0.311,0.906,0.252,0.462,0.359,0.405,0.388,0.275,3.977,51.3,4,Taurean Waller-Prince
377,19.5,5.7,1.9,5.3,6.0,8.9,3.296,0.188,0.784,0.268,0.681,0.59,0.405,0.142,0.247,2.563,62.6,6,T.J. Warren
378,13.8,14.9,2.1,15.6,1.4,8.3,2.605,0.317,0.86,0.205,0.5,0.375,0.394,0.42,0.338,1.814,71.8,3,C.J. Watson
379,17.0,21.9,2.8,23.8,6.4,18.6,4.463,0.261,0.743,0.284,0.658,0.687,0.5,0.03,0.5,7.736,58.7,2,David West
380,41.8,16.1,2.3,56.3,5.8,27.5,2.498,0.441,0.828,0.297,0.583,0.429,0.365,0.274,0.338,2.207,69.4,5,Russell Westbrook
381,10.8,16.4,0.7,3.7,4.4,12.7,4.46,0.41,0.938,0.256,0.6,0.256,0.4,0.487,0.421,5.735,63.9,4,Okaro White
382,18.6,21.0,1.2,20.2,1.6,10.0,4.156,0.189,0.825,0.387,0.488,0.345,0.33,0.267,0.315,3.538,63.1,4,Isaiah Whitehead
383,22.7,12.4,1.1,3.4,11.8,35.2,3.364,0.358,0.568,0.432,0.747,0.568,0.421,0.0,0.0,7.065,49.1,8,Hassan Whiteside
384,28.2,9.7,1.2,11.6,3.9,9.2,2.055,0.342,0.753,0.269,0.658,0.539,0.404,0.192,0.355,3.906,66.5,6,Andrew Wiggins
385,20.3,16.5,2.1,1.9,20.2,30.0,8.122,0.455,0.56,0.473,0.577,0.527,0.483,0.0,0.0,8.78,72.5,8,Alan Williams
386,23.8,16.5,1.1,40.0,1.2,9.4,2.951,0.185,0.821,0.13,0.542,0.47,0.469,0.4,0.348,2.091,70.6,3,Deron Williams
387,19.2,7.9,1.1,5.5,3.7,16.2,3.0,0.427,0.642,0.373,0.561,0.281,0.442,0.346,0.226,3.385,65.9,6,Derrick Williams
388,30.6,11.9,2.3,22.8,1.0,9.5,1.719,0.469,0.884,0.204,0.647,0.367,0.396,0.429,0.386,2.181,70.6,5,Lou Williams
389,17.4,6.6,1.3,6.6,3.6,17.3,2.1,0.172,0.843,0.205,0.582,0.278,0.383,0.518,0.347,3.415,58.5,6,Marvin Williams
390,17.3,16.9,3.0,7.3,1.6,10.6,3.617,0.205,0.6,0.467,0.561,0.197,0.375,0.336,0.244,2.325,55.6,0,Troy Williams
391,19.9,11.8,2.2,15.7,4.0,12.5,2.995,0.208,0.617,0.326,0.459,0.52,0.331,0.154,0.2,3.802,65.2,3,Justise Winslow
392,14.0,11.9,1.9,1.2,12.8,19.5,4.143,0.519,0.786,0.741,0.575,0.241,0.385,0.019,0.0,11.143,60.3,1,Jeff Withey
393,20.8,5.9,1.4,1.7,10.0,10.5,2.919,0.205,0.556,0.711,0.594,0.267,0.5,0.022,0.0,5.838,61.1,8,Brandan Wright
394,14.0,4.2,1.6,3.9,4.4,11.7,2.571,0.163,0.714,0.2,0.875,0.275,0.364,0.525,0.429,3.039,61.5,7,James Young
395,28.0,5.3,1.6,18.9,0.9,11.9,1.488,0.197,0.692,0.167,0.545,0.485,0.406,0.348,0.217,2.678,88.9,6,Joe Young
396,19.4,4.9,1.2,6.5,1.9,7.9,3.251,0.158,0.849,0.084,0.63,0.265,0.448,0.651,0.413,2.585,76.3,6,Nick Young
397,16.6,13.1,2.9,8.1,5.5,16.4,2.244,0.136,0.571,0.36,0.653,0.401,0.473,0.239,0.396,3.425,58.6,7,Thaddeus Young
398,16.6,12.6,1.4,8.7,9.3,16.7,4.276,0.473,0.692,0.652,0.652,0.348,0.474,0.0,0.0,6.724,52.8,1,Cody Zeller
399,16.5,9.2,0.7,12.1,10.1,17.7,3.835,0.205,0.577,0.492,0.59,0.5,0.355,0.008,0.0,6.625,55.3,8,Tyler Zeller
400,14.7,13.6,1.0,4.1,2.4,13.8,2.469,0.275,0.8,0.198,0.5,0.297,0.333,0.505,0.283,4.629,60.0,4,Paul Zipser
401,20.1,12.5,0.8,6.4,9.6,22.8,3.777,0.209,0.75,0.456,0.5,0.544,0.516,0.0,0.0,12.63,57.0,8,Ivica Zubac
